targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
ATLAS (C/2025 N1),2025-Sep-27 00:00,2460945.5,12.5,,4.5,,218.32243,-11.38782,218.66621,-11.50021,-72.38,18.13354,,,,,125431.035,-35460.08,107.458,,999,,15.65,,97.25124,,129423.2,*,,,,,,283.33,0.0,,,238.6789,4.8554,1.800588805327,-41.1916269,2.51319383598779,-5.197055,20.90159578,65.9285206,38.1353164,35.9509,/T,19.0913,22.8,22.9883,125.326,103.414,106.696,1.27749,Lib,69.182391,219.9564502,3.4746345,,,338.964725,44.245294,,0.0,0.049,0.064,0.065,0.048,-77.045,0.0097292,0.081,425.3837,0.0001238,1.91,6.95,0.002838,315.492,,19.0867,229.1363,4.2243
ATLAS (C/2025 N1),2025-Sep-28 00:00,2460946.5,12.5,,4.5,,217.83159,-11.26599,218.17495,-11.37911,-72.0616,18.19218,,,,,120393.922,-33622.94,107.271,,999,,15.622,,97.3809,,124122.9,*,,,,,,283.24,0.0,,,237.7169,4.864,1.777000917335,-40.484733,2.51012232312716,-5.4410412,20.87605079,66.027626,37.9762268,34.4786,/T,18.6317,34.7,31.396,127.258,103.322,106.782,1.30338,Lib,69.182387,219.460308,3.4393443,,,338.484094,44.604087,,0.0,0.049,0.065,0.066,0.048,-76.153,0.0099507,0.081,424.2787,0.0001246,1.92,6.98,0.00283,316.4507,,18.627,228.4072,4.208
ATLAS (C/2025 N1),2025-Sep-29 00:00,2460947.5,12.5,,4.5,,217.34303,-11.14377,217.68597,-11.25761,-71.7722,18.25656,,,,,115358.706,-31785.49,107.062,,999,,15.594,,97.5149,,118828.9,*,,,,,,283.13,0.0,,,236.7292,4.8714,1.753830075685,-39.7472028,2.50690562162229,-5.6997244,20.8492983,66.1274248,37.8343209,33.008,/T,18.1449,46.8,40.5416,129.2154,103.213,106.866,1.32901,Lib,69.182384,218.9660714,3.4039876,,,337.999405,44.959541,,0.0,0.05,0.065,0.066,0.049,-75.217,0.010184,0.082,423.3584,0.0001255,1.93,7.01,0.002824,317.4349,,18.1401,227.6663,4.1909
ATLAS (C/2025 N1),2025-Sep-30 00:00,2460948.5,12.5,,4.5,,216.85653,-11.02112,217.19907,-11.13567,-71.5123,18.32702,,,,,110325.08,-29947.93,106.828,,999,,15.565,,97.65273,,113540.4,*,,,,,,283.01,0.0,,,235.7152,4.8775,1.731094297999,-38.9779161,2.50353538866944,-5.9725991,20.82126892,66.2277951,37.7099686,31.539,/T,17.6306,59.2,50.1749,131.1987,103.086,106.949,1.35439,Lib,69.182381,218.4735352,3.3685642,,,337.510421,45.311779,,0.0,0.051,0.066,0.067,0.049,-74.239,0.0104283,0.083,422.6252,0.0001265,1.94,7.05,0.002819,318.4452,,17.6258,226.9132,4.1731
ATLAS (C/2025 N1),2025-Oct-01 00:00,2460949.5,12.5,,4.5,,216.3719,-10.89798,216.71405,-11.01324,-71.2824,18.40385,,,,,105292.719,-28110.48,106.567,,999,,15.537,,97.79383,,108257.1,*,,,,,,282.86,0.0,,,234.6745,4.8822,1.708812246942,-38.1757612,2.50000357538863,-6.259153,20.79189573,66.3286011,37.6034973,30.0714,/T,17.0886,71.9,60.014,133.2084,102.938,107.031,1.37953,Lib,69.182378,217.9824897,3.3330728,,,337.016894,45.66092,,0.0,0.052,0.067,0.068,0.05,-73.222,0.0106825,0.084,422.0819,0.0001276,1.95,7.1,0.002816,319.4822,,17.0837,226.1475,4.1545
ATLAS (C/2025 N1),2025-Oct-02 00:00,2460950.5,12.5,,4.5,,215.88892,-10.77432,216.23067,-10.89027,-71.0829,18.48732,,,,,100261.284,-26273.32,106.277,,999,,15.509,,97.9376,,102978.4,*,,,,,,282.69,0.0,,,233.6066,4.8853,1.687003222768,-37.339644,2.49630243058134,-6.558868,20.76111425,66.4296921,37.5151836,28.6051,/T,16.5186,85.0,69.7243,135.2447,102.765,107.112,1.40441,Lib,69.182376,217.4927215,3.297511,,,336.518559,46.007085,,0.0,0.053,0.067,0.069,0.051,-72.169,0.0109454,0.085,421.7317,0.0001287,1.97,7.14,0.002813,320.5462,,16.5136,225.3688,4.135
ATLAS (C/2025 N1),2025-Oct-03 00:00,2460951.5,12.5,,4.5,,215.40739,-10.65009,215.74874,-10.76673,-70.9141,18.57769,,,,,95230.418,-24436.64,105.952,,999,,15.48,,98.08337,,97703.89,*,,,,,,282.49,0.0,,,232.5111,4.8868,1.665687150361,-36.468498,2.49242450298751,-6.8712251,20.72886251,66.5309016,37.4452441,27.14,/T,15.9205,98.4,78.8992,137.3079,102.564,107.191,1.42905,Vir,69.182375,217.0040151,3.2618752,,,336.015143,46.350391,,0.0,0.054,0.068,0.069,0.051,-71.083,0.0112158,0.086,421.5781,0.0001299,1.98,7.19,0.002812,321.6378,,15.9154,224.5769,4.1147
ATLAS (C/2025 N1),2025-Oct-04 00:00,2460952.5,12.5,,4.5,,214.92709,-10.52524,215.26804,-10.64255,-70.7762,18.67514,,,,,90199.752,-22600.6,105.588,,999,,15.452,,98.2304,,92433.14,*,,,,,,282.26,0.0,,,231.3874,4.8865,1.644884560016,-35.561296,2.48836263916658,-7.1957143,20.69508101,66.6320476,37.3938308,25.6759,/T,15.2941,112.3,87.0524,139.3983,102.33,107.269,1.45345,Vir,69.182373,216.5161544,3.2261609,,,335.506356,46.69095,,0.0,0.055,0.068,0.07,0.052,-69.967,0.0114924,0.087,421.6252,0.0001311,1.99,7.25,0.002813,322.7574,,15.289,223.7715,4.0934
ATLAS (C/2025 N1),2025-Oct-05 00:00,2460953.5,12.5,,4.5,,214.44782,-10.39973,214.78836,-10.5177,-70.6694,18.77985,,,,,85168.897,-20765.37,105.18,,999,,15.424,,98.37792,,87165.84,*,,,,,,281.98,0.0,,,230.2354,4.8842,1.624616561074,-34.6170629,2.48410997350419,-7.5318521,20.65971267,66.7329319,37.3610336,24.2127,/T,14.6394,126.7,93.6345,141.5159,102.057,107.346,1.4776,Vir,69.182372,216.028925,3.1903626,,,334.991896,47.028873,,0.0,0.056,0.069,0.071,0.053,-68.827,0.0117739,0.088,421.8772,0.0001324,2.01,7.31,0.002814,323.9052,,14.6343,222.9522,4.0711
ATLAS (C/2025 N1),2025-Oct-06 00:00,2460954.5,12.5,,4.5,,213.96936,-10.2735,214.30948,-10.39212,-70.5938,18.89198,,,,,80137.449,-18931.1,104.72,,999,,15.396,,98.52506,,81901.76,*,,,,,,281.67,0.0,,,229.0547,4.8798,1.60490480755,-33.6348906,2.47965990769331,-7.8791997,20.6227026,66.8333399,37.3468939,22.7505,/T,13.9565,141.4,98.0864,143.6609,101.738,107.422,1.50152,Vir,69.182372,215.5421162,3.1544739,,,334.47145,47.364266,,0.0,0.057,0.069,0.072,0.054,-67.666,0.0120589,0.089,422.3389,0.0001338,2.03,7.38,0.002818,325.0817,,13.9512,222.1188,4.0477
ATLAS (C/2025 N1),2025-Oct-07 00:00,2460955.5,12.5,,4.5,,213.49149,-10.14652,213.8312,-10.26575,-70.5493,19.01168,,,,,75104.989,-17097.93,104.199,,999,,15.369,,98.67094,,76640.83,*,,,,,,281.3,0.0,,,227.8451,4.8731,1.585771455196,-32.6139531,2.47500608033258,-8.2373768,20.5839979,66.9330398,37.3514323,21.2891,/T,13.2454,156.2,99.9301,145.833,101.364,107.496,1.52521,Vir,69.182372,215.0555206,3.1184874,,,333.944691,47.697228,,0.0,0.058,0.07,0.072,0.054,-66.489,0.012346,0.091,423.0155,0.0001352,2.05,7.44,0.002822,326.287,,13.2401,221.2711,4.0233
ATLAS (C/2025 N1),2025-Oct-08 00:00,2460956.5,12.5,,4.5,,213.01401,-10.01871,213.35332,-10.13857,-70.5361,19.13915,,,,,70071.083,-15266.0,103.604,,999,,15.342,,98.81458,,71383.21,*,,,,,,280.86,0.0,,,226.6064,4.8641,1.567239109422,-31.5535227,2.4701423324544,-8.6060608,20.54354734,67.0317828,37.3746842,19.8287,/T,12.5065,169.9,98.8765,148.032,100.923,107.57,1.54867,Vir,69.182372,214.5689328,3.0823953,,,333.411281,48.027856,,0.0,0.059,0.07,0.073,0.055,-65.302,0.0126337,0.092,423.9124,0.0001367,2.07,7.52,0.002828,327.5213,,12.5012,220.4089,3.9976
ATLAS (C/2025 N1),2025-Oct-09 00:00,2460957.5,12.5,,4.5,,212.5367,-9.89004,212.87564,-10.01051,-70.5543,19.27464,,,,,65035.287,-13435.45,102.92,,999,,15.315,,98.95498,,66129.34,*,,,,,,280.33,0.0,,,225.3386,4.8525,1.549330763371,-30.4529881,2.46506267967492,-8.9849645,20.50130116,67.1293029,37.4167298,18.3693,/T,11.7401,169.4,94.9105,150.2573,100.398,107.642,1.5719,Vir,69.182373,214.0821443,3.0461892,,,332.870865,48.356238,,0.0,0.06,0.071,0.074,0.056,-64.109,0.0129206,0.093,425.0355,0.0001382,2.09,7.59,0.002836,328.7845,,11.7348,219.5321,3.9708
ATLAS (C/2025 N1),2025-Oct-10 00:00,2460958.5,12.5,,4.5,,212.05934,-9.76045,212.39794,-9.88153,-70.6043,19.41848,,,,,59997.154,-11606.43,102.126,,999,,15.288,,99.09107,,60880.14,*,,,,,,279.71,0.0,,,224.0418,4.8382,1.532069725507,-29.3118724,2.45976130289246,-9.3737951,20.45721095,67.2253177,37.4777063,16.9111,/T,10.9469,155.5,88.3132,152.508,99.769,107.713,1.59491,Vir,69.182375,213.5949391,3.0098601,,,332.323076,48.682463,,0.0,0.061,0.071,0.075,0.056,-62.915,0.0132053,0.093,426.3905,0.0001398,2.11,7.67,0.002845,330.0768,,10.9415,218.6405,3.9426
ATLAS (C/2025 N1),2025-Oct-11 00:00,2460959.5,12.5,,4.5,,211.58172,-9.62987,211.92,-9.75157,-70.6866,19.57107,,,,,54956.23,-9779.07,101.191,,999,,15.262,,99.22174,,55637.18,*,,,,,,278.95,0.0,,,222.716,4.821,1.515479536227,-28.1298531,2.45423256478106,-9.7722087,20.41122984,67.3195293,37.557792,15.4548,/T,10.1277,140.7,79.6068,154.7827,99.005,107.784,1.61769,Vir,69.182377,213.1070912,2.9733991,,,331.76753,49.006611,,0.0,0.062,0.072,0.075,0.057,-61.726,0.0134863,0.094,427.9837,0.0001414,2.13,7.76,0.002855,331.398,,10.1223,217.7342,3.9131
ATLAS (C/2025 N1),2025-Oct-12 00:00,2460960.5,12.5,,4.5,,211.10362,-9.49826,211.44159,-9.62057,-70.8018,19.73283,,,,,49912.063,-7953.52,100.074,,999,,15.236,,99.34585,,50403.08,*,,,,,,278.01,0.0,,,221.3617,4.8008,1.499583873193,-26.9067815,2.44847105072008,-10.1797735,20.36331279,67.4116253,37.6571721,14.0009,/T,9.2837,126.0,69.4503,157.0795,98.065,107.853,1.64026,Vir,69.18238,212.6183653,2.9367968,,,331.203821,49.328762,,0.0,0.063,0.072,0.076,0.058,-60.545,0.0137621,0.095,429.8213,0.0001431,2.16,7.85,0.002867,332.7478,,9.2782,216.8132,3.8821
ATLAS (C/2025 N1),2025-Oct-13 00:00,2460961.5,12.5,,4.5,,210.62481,-9.36554,210.96247,-9.48847,-70.9507,19.90422,,,,,44864.198,-6129.9,98.714,,999,,15.211,,99.46222,,45182.05,*,,,,,,276.84,0.0,,,219.979,4.7775,1.484406445257,-25.6427021,2.44247162551927,-10.5959524,20.31341709,67.5012803,37.7759979,12.5506,/T,8.4164,111.6,58.5302,159.3954,96.889,107.921,1.66262,Vir,69.182383,212.128519,2.9000437,,,330.631526,49.648992,,0.0,0.064,0.072,0.077,0.058,-59.377,0.0140315,0.096,431.9095,0.0001447,2.18,7.93,0.002881,334.1259,,8.411,215.8774,3.8497
ATLAS (C/2025 N1),2025-Oct-14 00:00,2460962.5,12.5,,4.5,,210.14505,-9.23166,210.48242,-9.35519,-71.1339,20.08568,,,,,39812.176,-4308.37,97.019,,999,,15.186,,99.56965,,39980.97,*,,,,,,275.35,0.0,,,218.5686,4.7508,1.469970875108,-24.3378725,2.43622949517594,-11.0201022,20.26150288,67.5881577,37.914353,11.1058,/T,7.5281,97.5,47.48,161.726,95.384,107.988,1.68476,Vir,69.182386,211.6373063,2.8631298,,,330.0502,49.967371,,0.0,0.065,0.073,0.077,0.059,-58.226,0.0142929,0.097,434.2543,0.0001464,2.21,8.03,0.002897,335.5317,,7.5227,214.9272,3.8158
ATLAS (C/2025 N1),2025-Oct-15 00:00,2460963.5,12.5,,4.5,,209.66413,-9.09653,210.00118,-9.22066,-71.3521,20.27762,,,,,34755.533,-2489.06,94.845,,999,,15.162,,99.66695,,34811.32,*,,,,,,273.38,0.0,,,217.131,4.7206,1.456300571002,-22.9927814,2.42974026554344,-11.4514836,20.2075336,67.6719119,38.0722334,9.6698,/T,6.6222,83.7,36.8406,164.0642,93.405,108.054,1.70669,Vir,69.182391,211.1444786,2.8260449,,,329.459375,50.283966,,0.0,0.065,0.073,0.078,0.06,-57.094,0.0145451,0.098,436.8618,0.0001481,2.23,8.12,0.002914,336.9647,,6.6168,213.9626,3.7802
ATLAS (C/2025 N1),2025-Oct-16 00:00,2460964.5,12.5,,4.5,,209.18179,-8.9601,209.51851,-9.08482,-71.6061,20.48044,,,,,29693.796,-672.096,91.948,,999,,15.139,,99.75291,,29693.13,*,,,,,,270.7,0.0,,,215.6672,4.6868,1.443418588284,-21.6081655,2.42299999415727,-11.889274,20.15147647,67.7521913,38.2495374,8.2481,/T,5.7038,70.2,27.0512,166.3986,90.709,108.119,1.7284,Vir,69.182396,210.6497863,2.7887782,,,328.858561,50.598841,,0.0,0.066,0.073,0.078,0.06,-55.984,0.0147868,0.099,439.7372,0.0001498,2.26,8.21,0.002934,338.424,,5.6984,212.9839,3.743
ATLAS (C/2025 N1),2025-Oct-17 00:00,2460965.5,12.5,,4.5,,208.6978,-8.82229,209.03419,-8.94758,-71.8965,20.69451,,,,,24626.482,1142.386,87.898,,999,,15.116,,99.82637,,24663.57,*,,,,,,266.88,0.0,,,214.178,4.6494,1.4313474817,-20.1850244,2.41600523491684,-12.3325789,20.09330283,67.8286409,38.4460657,6.851,/T,4.7815,57.0,18.4581,168.7082,86.866,108.184,1.7499,Vir,69.182401,210.152978,2.7513184,,,328.247242,50.912049,,0.0,0.067,0.073,0.079,0.061,-54.899,0.0150167,0.099,442.8858,0.0001514,2.29,8.31,0.002955,339.9088,,4.7763,211.9915,3.7042
ATLAS (C/2025 N1),2025-Oct-18 00:00,2460966.5,12.5,,4.5,,208.2119,-8.68301,208.54796,-8.80886,-72.2238,20.92018,,,,,19553.092,2954.257,81.867,,999,,15.094,,99.88618,,19797.64,*,,,,,,261.11,0.0,,,212.6645,4.6081,1.420109149876,-18.7246329,2.40875307695682,-12.7804408,20.03298847,67.9009058,38.6615237,5.4993,/T,3.8717,44.1,11.3264,170.9517,81.049,108.247,1.77119,Vir,69.182407,209.6538003,2.7136542,,,327.624882,51.223641,,0.0,0.068,0.073,0.079,0.061,-53.839,0.0152339,0.1,446.3117,0.0001531,2.31,8.4,0.002977,341.418,,3.8667,210.9858,3.6636
ATLAS (C/2025 N1),2025-Oct-19 00:00,2460967.5,12.5,,4.5,,207.72385,-8.5422,208.05957,-8.6686,-72.5885,21.15779,,,,,14473.116,4763.395,72.155,,999,,15.073,,99.93126,,15263.48,*,,,,,,251.71,0.0,,,211.1279,4.5629,1.409724673701,-17.2285496,2.4012411792308,-13.2318452,19.97051393,67.9686352,38.8955266,4.2399,/T,3.0091,31.4,5.8497,173.0366,71.557,108.309,1.79227,Vir,69.182413,209.1519965,2.6757741,,,326.990918,51.533658,,0.0,0.069,0.074,0.08,0.062,-52.806,0.0154371,0.101,450.0186,0.0001547,2.34,8.49,0.003002,342.9503,,3.0047,209.9672,3.6212
ATLAS (C/2025 N1),2025-Oct-20 00:00,2460968.5,12.5,,4.5,,207.23339,-8.39977,207.56879,-8.52671,-72.9913,21.40767,,,,,9386.017,6569.685,55.308,,999,,15.053,,99.96061,,11477.82,*,,,,,,235.25,0.0,,,209.5697,4.5137,1.400214150703,-15.6986221,2.39346780181219,-13.6857258,19.90586472,68.0314861,39.1476049,3.1883,/T,2.2777,19.1,2.1563,174.7349,54.937,108.371,1.81314,Vir,69.18242,208.6473041,2.6376668,,,326.344758,51.842134,,0.0,0.07,0.074,0.08,0.062,-51.799,0.0156256,0.101,454.0091,0.0001562,2.36,8.58,0.003029,344.5044,,2.2745,208.9364,3.577
ATLAS (C/2025 N1),2025-Oct-21 00:00,2460969.5,12.5,,4.5,,206.74027,-8.25564,207.07534,-8.38311,-73.4326,21.67014,,,,,4291.219,8373.01,27.323,,999,,15.034,,99.97329,,9415.577,*,,,,,,207.68,0.0,,,207.9915,4.4605,1.391596527838,-14.1369871,2.38543183429147,-14.1409699,19.83903161,68.0891279,39.4172112,2.6154,/T,1.8734,8.124,0.3111,175.5376,27.184,108.431,1.8338,Vir,69.182428,208.1394514,2.5993154,,,325.685775,52.149094,,0.0,0.07,0.074,0.08,0.063,-50.818,0.0157984,0.102,458.2847,0.0001577,2.38,8.67,0.003057,346.0788,,1.8728,207.8939,3.531
ATLAS (C/2025 N1),2025-Oct-22 00:00,2460970.5,12.5,,4.5,,206.24422,-8.10972,206.57898,-8.23772,-73.913,21.94551,,,,,-811.844,10173.204,355.397,,999,,15.015,,99.96851,,10205.83,*,,,,,,175.91,0.0,,,206.3948,4.4032,1.383889435422,-12.5460664,2.37713282123751,-14.5964233,19.77001083,68.1412461,39.7037271,2.835,/L,2.0311,9.039,0.3197,174.9625,355.497,108.491,1.85424,Vir,69.182435,207.6281742,2.560691,,,325.013319,52.454534,,0.0,0.071,0.074,0.081,0.063,-49.863,0.015955,0.102,462.8456,0.000159,2.41,8.75,0.003088,347.6717,,2.0335,206.8405,3.4832
ATLAS (C/2025 N1),2025-Oct-23 00:00,2460971.5,12.5,,4.5,,205.74499,-7.96193,206.07945,-8.09047,-74.433,22.23408,,,,,-5923.7,11970.17,333.4,,999,,14.998,,99.94558,,13369.63,*,,,,,,153.96,0.0,,,204.7817,4.3419,1.377109025159,-10.9285565,2.3685709845833,-15.0508956,19.6988042,68.1875477,40.006473,3.7138,/L,2.6693,20.1,2.1324,173.3374,333.745,108.55,1.87447,Vir,69.182444,207.1132134,2.5217872,,,324.326747,52.75845,,0.0,0.071,0.074,0.081,0.063,-48.932,0.0160947,0.103,467.6907,0.0001603,2.43,8.83,0.00312,349.2814,,2.6735,205.777,3.4335
ATLAS (C/2025 N1),2025-Oct-24 00:00,2460972.5,12.5,,4.5,,205.2423,-7.81217,205.5765,-7.94126,-74.9929,22.53619,,,,,-11044.97,13763.856,320.795,,999,,14.981,,99.90396,,17690.35,*,,,,,,141.49,0.0,,,203.1539,4.2765,1.371269815392,-9.2874142,2.3597472429274,-15.5031656,19.62541938,68.2277647,40.3247171,4.914,/L,3.547,32.1,5.6528,171.2139,321.391,108.608,1.89449,Vir,69.182453,206.5942824,2.4825984,,,323.625365,53.060841,,0.0,0.072,0.074,0.081,0.064,-48.024,0.0162173,0.103,472.8172,0.0001614,2.45,8.9,0.003154,350.9059,,3.5519,204.7041,3.3819
ATLAS (C/2025 N1),2025-Oct-25 00:00,2460973.5,12.5,,4.5,,204.73589,-7.66037,205.06983,-7.78999,-75.5935,22.85214,,,,,-16176.3,15554.176,313.247,,999,,14.966,,99.84326,,22524.18,*,,,,,,134.14,0.0,,,201.5136,4.2072,1.366384546753,-7.6258348,2.35066322796136,-15.9519862,19.54986993,68.2616585,40.6576857,6.2567,/L,4.5327,44.2,10.7473,168.8649,314.1,108.665,1.91428,Vir,69.182462,206.0710904,2.4431075,,,322.90844,53.361682,,0.0,0.072,0.074,0.081,0.064,-47.137,0.0163226,0.103,478.221,0.0001624,2.47,8.97,0.00319,352.5432,,4.5379,203.6229,3.3285
ATLAS (C/2025 N1),2025-Oct-26 00:00,2460974.5,12.5,,4.5,,204.22548,-7.50641,204.55918,-7.63657,-76.2353,23.18228,,,,,-21318.37,17341.053,308.327,,999,,14.952,,99.76328,,27614.1,*,,,,,,129.45,0.0,,,199.8631,4.1339,1.362464051356,-5.9472269,2.3413212983866,-16.3960877,19.47217547,68.2890239,41.0045734,7.6706,/L,5.5721,56.5,17.2547,166.4011,309.444,108.721,1.93386,Vir,69.182472,205.5433449,2.4032966,,,322.175211,53.660931,,0.0,0.073,0.074,0.081,0.064,-46.27,0.0164106,0.104,483.8959,0.0001632,2.48,9.02,0.003228,354.191,,5.5775,202.5341,3.2733
ATLAS (C/2025 N1),2025-Oct-27 00:00,2460975.5,12.5,,4.5,,203.71079,-7.35021,204.04427,-7.48091,-76.9188,23.52695,,,,,-26471.87,19124.417,304.876,,999,,14.939,,99.664,,32851.41,*,,,,,,126.25,0.0,,,198.2045,4.0568,1.359517138536,-4.2551808,2.3317245516602,-16.8341823,19.39236176,68.3096923,41.3645513,9.1254,/L,6.6406,68.9,24.9918,163.8718,306.263,108.777,1.95322,Vir,69.182482,205.0107487,2.3631482,,,321.424892,53.958532,,0.0,0.073,0.073,0.081,0.065,-45.419,0.0164817,0.104,489.8341,0.0001639,2.5,9.07,0.003268,355.8472,,6.6461,201.4389,3.2162
ATLAS (C/2025 N1),2025-Oct-28 00:00,2460976.5,12.5,,4.5,,203.19155,-7.19167,203.5248,-7.3229,-77.6447,23.8865,,,,,-31637.53,20904.213,302.31,,999,,14.927,,99.54557,,38184.87,*,,,,,,123.95,0.0,,,196.5402,3.976,1.357550499834,-2.5534333,2.32187683366674,-17.264967,19.31046079,68.3235347,41.7367739,10.6069,/L,7.7252,81.4,33.7543,161.3021,303.972,108.831,1.97236,Vir,69.182492,204.4729997,2.3226445,,,320.656663,54.254411,,0.0,0.074,0.073,0.081,0.065,-44.584,0.0165362,0.104,496.026,0.0001643,2.51,9.11,0.003309,357.5094,,7.7307,200.3381,3.1574
ATLAS (C/2025 N1),2025-Oct-29 00:00,2460977.5,12.5,,4.5,,202.66747,-7.03068,203.0005,-7.16244,-78.4137,24.26128,,,,,-36816.09,22680.396,300.31,,999,,14.916,,99.40834,,43587.96,*,,,,,,122.23,0.0,,,194.8726,3.8917,1.356568635566,-0.8458284,2.31178274595975,-17.6871291,19.22651082,68.3304638,42.1203852,12.1078,/L,8.8175,94.2,43.3092,158.7066,302.254,108.885,1.99126,Vir,69.182503,203.9297906,2.2817678,,,319.869673,54.548476,,0.0,0.074,0.073,0.081,0.065,-43.761,0.0165749,0.104,502.4601,0.0001646,2.52,9.14,0.003352,359.1752,,8.823,199.233,3.0968
ATLAS (C/2025 N1),2025-Oct-30 00:00,2460978.5,12.5,,4.5,,202.13826,-6.86715,202.47106,-6.99943,-79.2264,24.65165,,,,,-42008.37,24452.934,298.693,,999,,14.906,,99.25288,,49046.0,*,,,,,,120.89,0.0,,,193.2042,3.8041,1.356573804831,0.8637247,2.30144764959324,-18.0993529,19.14055645,68.3304357,42.5145236,13.6239,/L,9.9118,107.3,53.3794,156.0946,300.925,108.938,2.00993,Vir,69.182514,203.3808095,2.2404998,,,319.063039,54.840618,,0.0,0.074,0.073,0.081,0.065,-42.951,0.0165987,0.104,509.1231,0.0001646,2.52,9.16,0.003397,0.8422,,9.9172,198.1245,3.0345
ATLAS (C/2025 N1),2025-Oct-31 00:00,2460979.5,12.5,,4.5,,201.60363,-6.70098,201.9362,-6.83377,-80.0835,25.05799,,,,,-47215.19,26221.804,297.345,,999,,14.897,,99.07991,,54550.49,*,,,,,,119.84,0.0,,,191.5374,3.7133,1.357566000226,2.5712947,2.29087766384563,-18.5003307,19.05264856,68.3234505,42.918328,15.1529,/L,11.0033,120.7,63.622,153.473,299.87,108.991,2.02837,Vir,69.182526,202.8257403,2.198822,,,318.235845,55.130704,,0.0,0.074,0.073,0.081,0.066,-42.152,0.0166088,0.104,516.0001,0.0001644,2.52,9.17,0.003442,2.508,,11.0087,197.0137,2.9707
ATLAS (C/2025 N1),2025-Nov-01 00:00,2460980.5,12.5,,4.5,,201.06327,-6.53204,201.39561,-6.66533,-80.9858,25.48063,,,,,-52437.43,27986.996,296.191,,999,,14.89,,98.89036,,60096.36,*,,,,,,118.98,0.0,,,189.8745,3.6195,1.359542947927,4.2729726,2.28007965750096,-18.8887778,18.96284428,68.3095526,43.3309471,16.6934,/L,12.088,134.6,73.6055,150.8469,299.017,109.042,2.04656,Vir,69.182538,202.2642641,2.1567152,,,317.387142,55.418582,,0.0,0.074,0.073,0.08,0.066,-41.364,0.0166066,0.104,523.0744,0.0001639,2.52,9.16,0.00349,4.1702,,12.0935,195.9016,2.9052
ATLAS (C/2025 N1),2025-Nov-02 00:00,2460981.5,12.5,,4.5,,200.51689,-6.36024,200.84899,-6.49402,-81.934,25.91994,,,,,-57676.0,29748.513,295.183,,999,,14.884,,98.68533,,65680.64,*,,,,,,118.28,0.0,,,188.218,3.5231,1.362500133135,5.9649152,2.26906123019397,-19.2634517,18.87120681,68.2888296,43.7515559,18.2446,/L,13.1625,148.9,82.7981,148.2206,298.315,109.093,2.0645,Vir,69.18255,201.6960598,2.1141601,,,316.51595,55.704073,,0.0,0.074,0.072,0.08,0.066,-40.588,0.0165935,0.104,530.328,0.0001632,2.51,9.14,0.003538,5.8263,,13.1679,194.7893,2.8383
ATLAS (C/2025 N1),2025-Nov-03 00:00,2460982.5,12.5,,4.5,,199.96417,-6.18546,200.29603,-6.31972,-82.9287,26.37627,,,,,-62931.89,31506.368,294.286,,999,,14.879,,98.46607,,71301.65,*,,,,,,117.69,0.0,,,186.5702,3.4243,1.36643085023,7.6433869,2.25783068233989,-19.6231712,18.77780519,68.2614107,44.1793794,19.806,/L,14.2236,163.5,90.5818,145.5978,297.73,109.143,2.08218,Vir,69.182563,201.1208047,2.071137,,,315.621256,55.986975,,0.0,0.075,0.072,0.08,0.066,-39.826,0.0165714,0.104,537.7416,0.0001622,2.5,9.1,0.003587,7.4741,,14.2289,193.6778,2.77
ATLAS (C/2025 N1),2025-Nov-04 00:00,2460983.5,12.5,,4.5,,199.40481,-6.00759,199.73645,-6.14232,-83.971,26.85003,,,,,-68206.11,33260.593,293.474,,999,,14.875,,98.234,,76958.55,*,,,,,,117.2,0.0,,,184.9333,3.3233,1.371326276336,9.3047988,2.24639697514812,-19.9668305,18.68271395,68.2274651,44.6137247,21.3774,/L,15.2681,175.1,96.3107,142.9816,297.236,109.192,2.0996,Vir,69.182576,200.5381739,2.027626,,,314.702018,56.267056,,0.0,0.075,0.072,0.08,0.066,-39.081,0.016542,0.104,545.2945,0.000161,2.49,9.05,0.003638,9.1112,,15.2734,192.568,2.7004
